customer_id,name,tier
349,Customer_349,Silver
350,Customer_350,Silver
351,Customer_351,Bronze
352,Customer_352,Silver
353,Customer_353,Gold
354,Customer_354,Bronze
355,Customer_355,Gold
356,Customer_356,Bronze
357,Customer_357,Gold
358,Customer_358,Bronze
359,Customer_359,Silver
360,Customer_360,Bronze
361,Customer_361,Bronze
362,Customer_362,Gold
363,Customer_363,Bronze
364,Customer_364,Bronze
365,Customer_365,Gold
366,Customer_366,Bronze
367,Customer_367,Gold
368,Customer_368,Gold
369,Customer_369,Gold
370,Customer_370,Bronze
371,Customer_371,Gold
372,Customer_372,Gold
373,Customer_373,Bronze
374,Customer_374,Bronze
375,Customer_375,Silver
376,Customer_376,Gold
377,Customer_377,Silver
378,Customer_378,Bronze
379,Customer_379,Gold
380,Customer_380,Bronze
381,Customer_381,Bronze
382,Customer_382,Bronze
383,Customer_383,Gold
384,Customer_384,Silver
385,Customer_385,Gold
386,Customer_386,Silver
387,Customer_387,Bronze
388,Customer_388,Silver
389,Customer_389,Gold
390,Customer_390,Silver
391,Customer_391,Gold
392,Customer_392,Bronze
393,Customer_393,Gold
394,Customer_394,Gold
395,Customer_395,Silver
396,Customer_396,Bronze
397,Customer_397,Bronze
398,Customer_398,Bronze
399,Customer_399,Gold
400,Customer_400,Gold
401,Customer_401,Silver
402,Customer_402,Bronze
403,Customer_403,Gold
404,Customer_404,Gold
405,Customer_405,Bronze
406,Customer_406,Silver
407,Customer_407,Bronze
408,Customer_408,Bronze
409,Customer_409,Gold
410,Customer_410,Gold
411,Customer_411,Gold
412,Customer_412,Silver
413,Customer_413,Silver
414,Customer_414,Silver
415,Customer_415,Silver
416,Customer_416,Bronze
417,Customer_417,Gold
418,Customer_418,Bronze
419,Customer_419,Silver
420,Customer_420,Gold
421,Customer_421,Silver
422,Customer_422,Gold
423,Customer_423,Gold
424,Customer_424,Gold
425,Customer_425,Silver
426,Customer_426,Bronze
427,Customer_427,Silver
428,Customer_428,Silver
429,Customer_429,Gold
430,Customer_430,Silver
431,Customer_431,Silver
432,Customer_432,Gold
433,Customer_433,Gold
434,Customer_434,Silver
435,Customer_435,Gold
436,Customer_436,Bronze
437,Customer_437,Bronze
438,Customer_438,Silver
439,Customer_439,Silver
440,Customer_440,Bronze
441,Customer_441,Silver
442,Customer_442,Gold
443,Customer_443,Silver
444,Customer_444,Silver
445,Customer_445,Bronze
446,Customer_446,Gold
447,Customer_447,Bronze
448,Customer_448,Gold
449,Customer_449,Bronze
450,Customer_450,Bronze
451,Customer_451,Gold
452,Customer_452,Silver
453,Customer_453,Bronze
454,Customer_454,Silver
455,Customer_455,Silver
456,Customer_456,Bronze
457,Customer_457,Bronze
458,Customer_458,Gold
459,Customer_459,Gold
460,Customer_460,Bronze
461,Customer_461,Silver
462,Customer_462,Gold
463,Customer_463,Gold
464,Customer_464,Gold
465,Customer_465,Bronze
466,Customer_466,Silver
467,Customer_467,Gold
468,Customer_468,Bronze
469,Customer_469,Gold
470,Customer_470,Silver
471,Customer_471,Gold
472,Customer_472,Bronze
473,Customer_473,Gold
474,Customer_474,Gold
475,Customer_475,Gold
476,Customer_476,Gold
477,Customer_477,Bronze
478,Customer_478,Silver
479,Customer_479,Gold
480,Customer_480,Silver
481,Customer_481,Gold
482,Customer_482,Bronze
483,Customer_483,Silver
484,Customer_484,Gold
485,Customer_485,Gold
486,Customer_486,Bronze
487,Customer_487,Gold
488,Customer_488,Bronze
489,Customer_489,Silver
490,Customer_490,Silver
491,Customer_491,Gold
492,Customer_492,Gold
493,Customer_493,Bronze
494,Customer_494,Gold
495,Customer_495,Silver
496,Customer_496,Silver
497,Customer_497,Gold
498,Customer_498,Silver
499,Customer_499,Bronze
500,Customer_500,Gold
501,Customer_501,Silver
502,Customer_502,Bronze
503,Customer_503,Gold
504,Customer_504,Gold
505,Customer_505,Bronze
506,Customer_506,Bronze
507,Customer_507,Silver
508,Customer_508,Gold
509,Customer_509,Bronze
510,Customer_510,Gold
511,Customer_511,Silver
512,Customer_512,Bronze
513,Customer_513,Gold
514,Customer_514,Gold
515,Customer_515,Gold
516,Customer_516,Silver
517,Customer_517,Bronze
518,Customer_518,Gold
519,Customer_519,Gold
520,Customer_520,Bronze
521,Customer_521,Silver
522,Customer_522,Gold
523,Customer_523,Bronze
524,Customer_524,Bronze
525,Customer_525,Bronze
526,Customer_526,Bronze
527,Customer_527,Bronze
528,Customer_528,Gold
529,Customer_529,Gold
530,Customer_530,Gold
531,Customer_531,Bronze
532,Customer_532,Gold
533,Customer_533,Bronze
534,Customer_534,Bronze
535,Customer_535,Silver
536,Customer_536,Silver
537,Customer_537,Bronze
538,Customer_538,Bronze
539,Customer_539,Gold
540,Customer_540,Gold
541,Customer_541,Silver
542,Customer_542,Silver
543,Customer_543,Bronze
544,Customer_544,Silver
545,Customer_545,Silver
546,Customer_546,Gold
547,Customer_547,Gold
548,Customer_548,Bronze
549,Customer_549,Gold
550,Customer_550,Gold
551,Customer_551,Silver
552,Customer_552,Gold
553,Customer_553,Silver
554,Customer_554,Gold
555,Customer_555,Gold
556,Customer_556,Bronze
557,Customer_557,Silver
558,Customer_558,Gold
559,Customer_559,Silver
560,Customer_560,Bronze
561,Customer_561,Silver
562,Customer_562,Gold
563,Customer_563,Bronze
564,Customer_564,Bronze
565,Customer_565,Silver
566,Customer_566,Gold
567,Customer_567,Bronze
568,Customer_568,Silver
569,Customer_569,Gold
570,Customer_570,Gold
571,Customer_571,Silver
572,Customer_572,Silver
573,Customer_573,Gold
574,Customer_574,Bronze
575,Customer_575,Silver
576,Customer_576,Bronze
577,Customer_577,Silver
578,Customer_578,Gold
579,Customer_579,Silver
580,Customer_580,Gold
581,Customer_581,Gold
582,Customer_582,Silver
583,Customer_583,Gold
584,Customer_584,Gold
585,Customer_585,Bronze
586,Customer_586,Gold
587,Customer_587,Silver
588,Customer_588,Gold
589,Customer_589,Silver
590,Customer_590,Silver
591,Customer_591,Silver
592,Customer_592,Gold
593,Customer_593,Bronze
594,Customer_594,Gold
595,Customer_595,Gold
596,Customer_596,Gold
597,Customer_597,Gold
598,Customer_598,Gold
599,Customer_599,Gold
600,Customer_600,Gold
601,Customer_601,Silver
602,Customer_602,Bronze
603,Customer_603,Silver
604,Customer_604,Gold
605,Customer_605,Bronze
606,Customer_606,Gold
607,Customer_607,Silver
608,Customer_608,Gold
609,Customer_609,Bronze
610,Customer_610,Silver
611,Customer_611,Gold
612,Customer_612,Bronze
613,Customer_613,Bronze
614,Customer_614,Silver
615,Customer_615,Silver
616,Customer_616,Silver
617,Customer_617,Bronze
618,Customer_618,Silver
619,Customer_619,Bronze
620,Customer_620,Bronze
621,Customer_621,Silver
622,Customer_622,Silver
623,Customer_623,Bronze
624,Customer_624,Silver
625,Customer_625,Gold
626,Customer_626,Silver
627,Customer_627,Bronze
628,Customer_628,Gold
629,Customer_629,Gold
630,Customer_630,Gold
631,Customer_631,Gold
632,Customer_632,Silver
633,Customer_633,Silver
634,Customer_634,Bronze
635,Customer_635,Gold
636,Customer_636,Silver
637,Customer_637,Silver
638,Customer_638,Bronze
639,Customer_639,Bronze
640,Customer_640,Gold
641,Customer_641,Gold
642,Customer_642,Silver
643,Customer_643,Bronze
644,Customer_644,Silver
645,Customer_645,Bronze
646,Customer_646,Gold
647,Customer_647,Bronze
648,Customer_648,Bronze
649,Customer_649,Silver
650,Customer_650,Gold
651,Customer_651,Silver
652,Customer_652,Gold
653,Customer_653,Bronze
654,Customer_654,Gold
655,Customer_655,Silver
656,Customer_656,Silver
657,Customer_657,Bronze
658,Customer_658,Silver
659,Customer_659,Silver
660,Customer_660,Silver
661,Customer_661,Bronze
662,Customer_662,Gold
663,Customer_663,Bronze
664,Customer_664,Bronze
665,Customer_665,Bronze
666,Customer_666,Gold
667,Customer_667,Silver
668,Customer_668,Silver
669,Customer_669,Gold
670,Customer_670,Gold
671,Customer_671,Bronze
672,Customer_672,Silver
673,Customer_673,Silver
674,Customer_674,Bronze
675,Customer_675,Silver
676,Customer_676,Silver
677,Customer_677,Bronze
678,Customer_678,Gold
679,Customer_679,Bronze
680,Customer_680,Gold
681,Customer_681,Gold
682,Customer_682,Bronze
683,Customer_683,Gold
684,Customer_684,Bronze
685,Customer_685,Gold
686,Customer_686,Silver
687,Customer_687,Gold
688,Customer_688,Silver
689,Customer_689,Bronze
690,Customer_690,Bronze
691,Customer_691,Bronze
692,Customer_692,Bronze
693,Customer_693,Gold
694,Customer_694,Gold
695,Customer_695,Gold
696,Customer_696,Silver
697,Customer_697,Gold
698,Customer_698,Gold
699,Customer_699,Bronze
700,Customer_700,Bronze
701,Customer_701,Gold
702,Customer_702,Gold
703,Customer_703,Silver
704,Customer_704,Silver
705,Customer_705,Gold
706,Customer_706,Gold
707,Customer_707,Bronze
708,Customer_708,Silver
709,Customer_709,Gold
710,Customer_710,Bronze
711,Customer_711,Silver
712,Customer_712,Gold
713,Customer_713,Silver
714,Customer_714,Gold
715,Customer_715,Silver
716,Customer_716,Silver
717,Customer_717,Bronze
718,Customer_718,Gold
719,Customer_719,Gold
720,Customer_720,Silver
721,Customer_721,Bronze
722,Customer_722,Silver
723,Customer_723,Silver
724,Customer_724,Bronze
725,Customer_725,Gold
726,Customer_726,Silver
727,Customer_727,Bronze
728,Customer_728,Gold
729,Customer_729,Gold
730,Customer_730,Bronze
731,Customer_731,Bronze
732,Customer_732,Gold
733,Customer_733,Silver
734,Customer_734,Silver
735,Customer_735,Silver
736,Customer_736,Gold
737,Customer_737,Silver
738,Customer_738,Bronze
739,Customer_739,Silver
740,Customer_740,Gold
741,Customer_741,Bronze
742,Customer_742,Silver
743,Customer_743,Silver
744,Customer_744,Silver
745,Customer_745,Bronze
746,Customer_746,Silver
747,Customer_747,Bronze
748,Customer_748,Gold
749,Customer_749,Silver
750,Customer_750,Silver
751,Customer_751,Gold
752,Customer_752,Gold
753,Customer_753,Silver
754,Customer_754,Bronze
755,Customer_755,Gold
756,Customer_756,Bronze
757,Customer_757,Gold
758,Customer_758,Bronze
759,Customer_759,Silver
760,Customer_760,Bronze
761,Customer_761,Bronze
762,Customer_762,Gold
763,Customer_763,Gold
764,Customer_764,Bronze
765,Customer_765,Silver
766,Customer_766,Gold
767,Customer_767,Bronze
768,Customer_768,Gold
769,Customer_769,Silver
770,Customer_770,Bronze
771,Customer_771,Bronze
772,Customer_772,Silver
773,Customer_773,Bronze
774,Customer_774,Gold
775,Customer_775,Gold
776,Customer_776,Silver
777,Customer_777,Gold
778,Customer_778,Silver
779,Customer_779,Silver
780,Customer_780,Gold
781,Customer_781,Gold
782,Customer_782,Gold
783,Customer_783,Gold
784,Customer_784,Gold
785,Customer_785,Gold
786,Customer_786,Silver
787,Customer_787,Gold
788,Customer_788,Gold
789,Customer_789,Gold
790,Customer_790,Bronze
791,Customer_791,Silver
792,Customer_792,Bronze
793,Customer_793,Silver
794,Customer_794,Gold
795,Customer_795,Bronze
796,Customer_796,Bronze
797,Customer_797,Bronze
798,Customer_798,Gold
799,Customer_799,Gold
800,Customer_800,Bronze
801,Customer_801,Gold
802,Customer_802,Silver
803,Customer_803,Gold
804,Customer_804,Gold
805,Customer_805,Silver
806,Customer_806,Silver
807,Customer_807,Silver
808,Customer_808,Bronze
809,Customer_809,Gold
810,Customer_810,Silver
811,Customer_811,Bronze
812,Customer_812,Silver
813,Customer_813,Silver
814,Customer_814,Bronze
815,Customer_815,Bronze
816,Customer_816,Silver
817,Customer_817,Gold
818,Customer_818,Silver
819,Customer_819,Gold
820,Customer_820,Gold
821,Customer_821,Bronze
822,Customer_822,Silver
823,Customer_823,Bronze
824,Customer_824,Bronze
825,Customer_825,Bronze
826,Customer_826,Gold
827,Customer_827,Gold
828,Customer_828,Bronze
829,Customer_829,Bronze
830,Customer_830,Bronze
831,Customer_831,Silver
832,Customer_832,Bronze
833,Customer_833,Silver
834,Customer_834,Gold
835,Customer_835,Bronze
836,Customer_836,Silver
837,Customer_837,Bronze
838,Customer_838,Gold
839,Customer_839,Bronze
840,Customer_840,Bronze
841,Customer_841,Bronze
842,Customer_842,Silver
843,Customer_843,Gold
844,Customer_844,Gold
845,Customer_845,Bronze
846,Customer_846,Bronze
847,Customer_847,Silver
848,Customer_848,Gold
849,Customer_849,Gold
850,Customer_850,Silver
851,Customer_851,Gold
852,Customer_852,Gold
853,Customer_853,Bronze
854,Customer_854,Silver
855,Customer_855,Bronze
856,Customer_856,Bronze
857,Customer_857,Silver
858,Customer_858,Silver
859,Customer_859,Gold
860,Customer_860,Bronze
861,Customer_861,Silver
862,Customer_862,Bronze
863,Customer_863,Bronze
864,Customer_864,Gold
865,Customer_865,Bronze
866,Customer_866,Bronze
867,Customer_867,Silver
868,Customer_868,Gold
869,Customer_869,Bronze
870,Customer_870,Silver
871,Customer_871,Silver
872,Customer_872,Gold
873,Customer_873,Bronze
874,Customer_874,Gold
875,Customer_875,Gold
876,Customer_876,Gold
877,Customer_877,Bronze
878,Customer_878,Gold
879,Customer_879,Silver
880,Customer_880,Silver
881,Customer_881,Silver
882,Customer_882,Bronze
883,Customer_883,Bronze
884,Customer_884,Silver
885,Customer_885,Silver
886,Customer_886,Bronze
887,Customer_887,Bronze
888,Customer_888,Silver
889,Customer_889,Silver
890,Customer_890,Gold
891,Customer_891,Gold
892,Customer_892,Silver
893,Customer_893,Gold
894,Customer_894,Gold
895,Customer_895,Silver
896,Customer_896,Bronze
897,Customer_897,Gold
898,Customer_898,Gold
899,Customer_899,Silver
900,Customer_900,Silver
901,Customer_901,Silver
902,Customer_902,Bronze
903,Customer_903,Gold
904,Customer_904,Bronze
905,Customer_905,Gold
906,Customer_906,Bronze
907,Customer_907,Bronze
908,Customer_908,Silver
909,Customer_909,Silver
910,Customer_910,Silver
911,Customer_911,Gold
912,Customer_912,Gold
913,Customer_913,Bronze
914,Customer_914,Gold
915,Customer_915,Silver
916,Customer_916,Bronze
917,Customer_917,Bronze
918,Customer_918,Gold
919,Customer_919,Bronze
920,Customer_920,Bronze
921,Customer_921,Bronze
922,Customer_922,Silver
923,Customer_923,Gold
924,Customer_924,Gold
925,Customer_925,Silver
926,Customer_926,Bronze
927,Customer_927,Bronze
928,Customer_928,Gold
929,Customer_929,Silver
930,Customer_930,Silver
931,Customer_931,Silver
932,Customer_932,Bronze
933,Customer_933,Silver
934,Customer_934,Gold
935,Customer_935,Silver
936,Customer_936,Gold
937,Customer_937,Silver
938,Customer_938,Gold
939,Customer_939,Silver
940,Customer_940,Bronze
941,Customer_941,Gold
942,Customer_942,Silver
943,Customer_943,Silver
944,Customer_944,Gold
945,Customer_945,Bronze
946,Customer_946,Gold
947,Customer_947,Gold
948,Customer_948,Silver
949,Customer_949,Gold
950,Customer_950,Silver
951,Customer_951,Bronze
952,Customer_952,Gold
953,Customer_953,Bronze
954,Customer_954,Silver
955,Customer_955,Bronze
956,Customer_956,Bronze
957,Customer_957,Gold
958,Customer_958,Gold
959,Customer_959,Gold
960,Customer_960,Gold
961,Customer_961,Bronze
962,Customer_962,Bronze
963,Customer_963,Gold
964,Customer_964,Silver
965,Customer_965,Gold
966,Customer_966,Bronze
967,Customer_967,Bronze
968,Customer_968,Silver
969,Customer_969,Silver
970,Customer_970,Bronze
971,Customer_971,Bronze
972,Customer_972,Gold
973,Customer_973,Gold
974,Customer_974,Bronze
975,Customer_975,Gold
976,Customer_976,Bronze
977,Customer_977,Gold
978,Customer_978,Gold
979,Customer_979,Bronze
980,Customer_980,Silver
981,Customer_981,Gold
982,Customer_982,Gold
983,Customer_983,Bronze
984,Customer_984,Silver
985,Customer_985,Silver
986,Customer_986,Bronze
987,Customer_987,Gold
988,Customer_988,Bronze
989,Customer_989,Gold
990,Customer_990,Silver
991,Customer_991,Gold
992,Customer_992,Bronze
993,Customer_993,Gold
994,Customer_994,Bronze
995,Customer_995,Gold
996,Customer_996,Bronze
997,Customer_997,Silver
998,Customer_998,Silver
999,Customer_999,Silver
1000,Customer_1000,Gold
1001,Customer_1001,Silver
1002,Customer_1002,Bronze
1003,Customer_1003,Silver
1004,Customer_1004,Bronze
1005,Customer_1005,Gold
1006,Customer_1006,Bronze
1007,Customer_1007,Gold
1008,Customer_1008,Silver
1009,Customer_1009,Bronze
1010,Customer_1010,Silver
1011,Customer_1011,Bronze
1012,Customer_1012,Gold
1013,Customer_1013,Bronze
1014,Customer_1014,Silver
1015,Customer_1015,Bronze
1016,Customer_1016,Silver
1017,Customer_1017,Gold
1018,Customer_1018,Bronze
1019,Customer_1019,Silver
1020,Customer_1020,Silver
1021,Customer_1021,Gold
1022,Customer_1022,Silver
1023,Customer_1023,Bronze
1024,Customer_1024,Silver
1025,Customer_1025,Bronze
1026,Customer_1026,Silver
1027,Customer_1027,Bronze
1028,Customer_1028,Silver
1029,Customer_1029,Silver
1030,Customer_1030,Gold
1031,Customer_1031,Bronze
1032,Customer_1032,Gold
1033,Customer_1033,Gold
1034,Customer_1034,Bronze
1035,Customer_1035,Silver
1036,Customer_1036,Gold
1037,Customer_1037,Gold
1038,Customer_1038,Bronze
1039,Customer_1039,Bronze
1040,Customer_1040,Gold
1041,Customer_1041,Gold
1042,Customer_1042,Bronze
1043,Customer_1043,Gold
1044,Customer_1044,Silver
1045,Customer_1045,Silver
1046,Customer_1046,Silver
1047,Customer_1047,Silver
1048,Customer_1048,Silver
1049,Customer_1049,Silver
1050,Customer_1050,Gold
1051,Customer_1051,Silver
1052,Customer_1052,Silver
1053,Customer_1053,Gold
1054,Customer_1054,Gold
1055,Customer_1055,Gold
1056,Customer_1056,Bronze
1057,Customer_1057,Silver
1058,Customer_1058,Silver
1059,Customer_1059,Silver
1060,Customer_1060,Bronze
1061,Customer_1061,Silver
1062,Customer_1062,Bronze
1063,Customer_1063,Silver
1064,Customer_1064,Bronze
1065,Customer_1065,Bronze
1066,Customer_1066,Gold
1067,Customer_1067,Silver
1068,Customer_1068,Bronze
1069,Customer_1069,Gold
1070,Customer_1070,Bronze
1071,Customer_1071,Bronze
1072,Customer_1072,Gold
1073,Customer_1073,Bronze
1074,Customer_1074,Silver
1075,Customer_1075,Bronze
1076,Customer_1076,Bronze
1077,Customer_1077,Bronze
1078,Customer_1078,Gold
1079,Customer_1079,Silver
1080,Customer_1080,Gold
1081,Customer_1081,Bronze
1082,Customer_1082,Gold
1083,Customer_1083,Bronze
1084,Customer_1084,Silver
1085,Customer_1085,Silver
1086,Customer_1086,Silver
1087,Customer_1087,Bronze
1088,Customer_1088,Silver
1089,Customer_1089,Silver
1090,Customer_1090,Gold
1091,Customer_1091,Bronze
1092,Customer_1092,Gold
1093,Customer_1093,Gold
1094,Customer_1094,Gold
1095,Customer_1095,Bronze
1096,Customer_1096,Gold
1097,Customer_1097,Silver
1098,Customer_1098,Gold
1099,Customer_1099,Gold
1100,Customer_1100,Bronze
1101,Customer_1101,Silver
1102,Customer_1102,Gold
1103,Customer_1103,Silver
1104,Customer_1104,Gold
1105,Customer_1105,Gold
1106,Customer_1106,Gold
1107,Customer_1107,Bronze
1108,Customer_1108,Gold
1109,Customer_1109,Gold
1110,Customer_1110,Bronze
1111,Customer_1111,Silver
1112,Customer_1112,Silver
1113,Customer_1113,Gold
1114,Customer_1114,Bronze
1115,Customer_1115,Silver
